geneNames	transcriptNames	id	fc	pval	qval
.	gene-PA0359	364	191596.690597097	0.038238820428534	0.936952596090434
fur	gene-PA4764	4923	61.5782154868531	0.0382931198274823	0.936952596090434
.	gene-PA2793	2860	0.0142169603268341	0.0383166321468904	0.936952596090434
.	gene-PA4690a	4835	2.84145325187701e-08	0.0383873420792938	0.936952596090434
amgS	gene-PA5199	5365	5.6827929762284	0.0384140522200505	0.936952596090434
.	gene-PA2705	2765	0.0235914574968877	0.0384474154985474	0.936952596090434
lpxO1	gene-PA4512	4639	7.75765269396106	0.0385702848882705	0.936952596090434
.	gene-PA5250	5417	2.6399564674819	0.0386008837738028	0.936952596090434
.	gene-PA0241	245	8.05109438108645e-05	0.0386229567318277	0.936952596090434
.	gene-PA2986	3059	445.685399628377	0.0388491665351054	0.936952596090434
.	gene-PA0121	125	4.30032890844618e-05	0.0391219352383023	0.936952596090434
.	MSTRG.2909.5	3528	34.13467802295	0.0397127808945233	0.936952596090434
.	gene-PA3231	3313	4.58477945799479e-09	0.0397563745986407	0.936952596090434
accC	gene-PA4848	5008	12494.5590112148	0.0399423939123276	0.936952596090434
pslF	gene-PA2236	2284	0.00166876033594841	0.0401592256175258	0.936952596090434
.	gene-PA5021	5184	200.755712266042	0.0401921351629624	0.936952596090434
.	gene-PA3305	3391	2.69083337679852e-05	0.0404728472648802	0.936952596090434
.	gene-PA2654	2715	2.67820711653709	0.0405891717753588	0.936952596090434
pdxJ	gene-PA0773	787	659.06134142084	0.0408294278776723	0.936952596090434
.	gene-PA2267	2314	1272.00748326401	0.0408614973942876	0.936952596090434
.	gene-PA3225	3307	10.3136575697458	0.0413016805871521	0.936952596090434
pilH	gene-PA0409	414	173022.932150344	0.041328316488381	0.936952596090434
.	gene-PA2878	2948	0.000223169042228077	0.0414024338844923	0.936952596090434
.	gene-PA4476	4603	0.0602755195984913	0.0415426447324825	0.936952596090434
.	gene-PA5371	5545	127.827260394511	0.041564568825549	0.936952596090434
.	gene-PA1050	1075	1665744.12604234	0.0430039012834724	0.936952596090434
oprG	gene-PA4067	4170	1164334773856.93	0.0430875595817157	0.936952596090434
.	gene-PA1414	1444	6916013.61990222	0.043465769664667	0.936952596090434
moeA2	gene-PA3028	3101	57.2168889833325	0.0437882011106773	0.936952596090434
.	gene-PA5414	5588	42.3121464327813	0.0440057196667227	0.936952596090434
.	gene-PA1133	1161	2905.63537947065	0.0446940506028848	0.936952596090434
.	gene-PA5467	5642	1.0565440288417e-09	0.0453703677186943	0.936952596090434
pilM	gene-PA5044	5207	923041.685393293	0.0455643025791718	0.936952596090434
.	gene-PA0348	353	0.0826911187312699	0.0455775126665763	0.936952596090434
.	gene-PA3969a	4074	4.65148327462214e-05	0.0457850154395255	0.936952596090434
.	gene-PA3414	3504	3664.46069489436	0.0460461264127834	0.936952596090434
cyaA	gene-PA5272	5440	3.3514847200102	0.0464136035942833	0.936952596090434
.	gene-PA4093	4196	0.000914876005098875	0.0466544597350458	0.936952596090434
.	gene-PA4185	4290	5.38621428007899	0.046838789539408	0.936952596090434
.	gene-PA3388	3477	0.00238618197490528	0.0468821842415987	0.936952596090434
.	gene-PA0071	74	0.00699897424552413	0.0472713048045397	0.936952596090434
hflK	gene-PA4942	5103	2.91569899996036e-21	0.0474395710588925	0.936952596090434
.	gene-PA3185	3268	0.0197777410745338	0.0474639738712428	0.936952596090434
.	gene-PA3278	3362	606431143682.267	0.04754985751635	0.936952596090434
.	MSTRG.1950.1	2349	0.147077323843534	0.0476672705088994	0.936952596090434
.	gene-PA5474	5649	5234427.21153966	0.0487632602301297	0.936952596090434
leuS	gene-PA3987	4092	577.948319972724	0.0489605793021453	0.936952596090434
pqqC	gene-PA1987	2032	2.14788312805576e-05	0.0491408759086285	0.936952596090434
.	gene-PA3631	3731	2151.56424796563	0.0492570160308046	0.936952596090434
.	gene-PA0690	702	1.30143445279638	0.0494378395788857	0.936952596090434
chpD	gene-PA0416	421	0.0423397481840755	0.0498575873865231	0.936952596090434
.	gene-PA5328	5497	2.46152721679903e-06	0.0499784197884015	0.936952596090434
